unique_id,ds,AutoARIMA,AutoARIMA-lo-90,AutoARIMA-hi-90,Moirai,Moirai-lo-90,Moirai-hi-90,Prophet,Prophet-lo-90,Prophet-hi-90
all,2023-06-16,3919.40703795709,-12530.878397918286,20369.692473832467,1641.2161,13.168457,4159.7397,-4715.0828667227015,-14288.639667112886,4084.8526734512775
all,2023-06-17,3582.284003847035,-12912.767124352558,20077.335132046628,1681.8242,496.44434,4325.063,-4949.752104439862,-14468.137774418068,4192.968235372346
all,2023-06-18,3543.464715320345,-13000.409830130553,20087.33926077124,1558.6235,1.4648438,3217.9697,-5331.449344232442,-15255.283078401024,3621.236134611237
all,2023-06-19,3617.627697941216,-12982.250219311418,20217.505615193848,1403.5544,36.38623,3294.6084,-6134.141345639043,-15469.062689794235,3387.422549866515
all,2023-06-20,3523.718164321225,-13129.00307702829,20176.43940567074,1593.8853,251.89795,4031.569,-6662.537728195506,-16312.683070112578,2589.9836668769494
all,2023-06-21,3636.528404058289,-13059.980137683022,20333.0369457996,1767.5393,-266.76807,3559.5278,-5606.862454604512,-15638.367003500582,3898.313707017946
all,2023-06-22,3954.9600615918757,-12783.654034730167,20693.574157913918,1933.8589,-174.91797,5409.4453,-3764.0087361670094,-12939.677727284095,5765.921140661024
all,2023-06-23,3902.117052074517,-12880.851849637262,20685.085953786296,1689.9458,-192.57666,3804.9604,-4516.2580856463455,-14293.971334295666,5258.242489847431
all,2023-06-24,3583.001095426024,-13244.32498612985,20410.3271769819,1555.9863,-244.07129,5263.821,-4715.563709742653,-14858.928122853946,4377.893202459402
all,2023-06-25,3544.697659476037,-13330.541231235464,20419.93655018754,1574.5571,135.48486,3344.8564,-5061.249701213526,-15381.568958107986,4457.281943672628
all,2023-06-26,3623.7696986923634,-13305.729604069269,20553.269001453995,1305.3279,-80.052734,3544.989,-5828.282342708159,-15386.086510248859,3364.0391812415696
